Year,Month,Day,Hour,Minute,DB,DP,RelHum,Pressure,extHor,extDNI,LW,GHI,DNI,DHI,glbeIll,drctIll,diffIll,zenIll,winddir,windspeed,TCC,opaque_cover,visibility,cbh,weather_obs,weather_code,precipitable_H2O,optical_depth,snow_depth,days_since_snow,albedo,precip_depth,precip_quantity
2021,3,14,2,0,21.59,18.45,82,101086,9999,9999,401,0,0,0,0,0,0,0,157,6.92,10,10,9999,341,9,999999999,0.0,999,0.0,99,0.16,0.05,1
2021,3,14,3,0,21.62,18.53,83,101062,9999,9999,407,0,0,0,0,0,0,0,157,6.56,10,10,9999,374,9,999999999,0.0,999,0.0,99,0.16,0.05,1
2021,3,14,4,0,21.56,18.76,84,100992,9999,9999,409,0,0,0,0,0,0,0,161,6.02,10,10,9999,427,9,999999999,0.01,999,0.0,99,0.16,0.07,1
2021,3,14,5,0,20.59,17.96,85,101099,9999,9999,407,0,0,0,0,0,0,0,172,4.88,6,6,9999,454,9,999999999,0.02,999,0.0,99,0.16,0.12,1
2021,3,14,6,0,20.68,18.3,86,101131,9999,9999,409,0,0,0,0,0,0,0,183,3.9,6,6,9999,366,9,999999999,0.05,999,0.0,99,0.16,0.37,1
2021,3,14,7,0,20.82,19.14,90,101128,9999,9999,395,0,0,0,0,0,0,0,166,2.91,9,9,9999,590,9,999999999,0.01,999,0.0,99,0.16,0.42,1
2021,3,14,8,0,20.66,19.86,95,101090,9999,9999,378,4,0,4,637,0,636,151,151,3.42,9,9,9999,394,9,999999999,0.01,999,0.0,99,0.16,0.3,1
2021,3,14,9,0,21.2,20.07,93,101116,9999,9999,381,89,200,48,11397,21608,6963,4844,154,4.27,9,9,9999,172,9,999999999,0.0,999,0.0,99,0.16,0.17,1
2021,3,14,10,0,21.73,19.79,89,101091,9999,9999,375,257,328,122,30278,32410,19227,7176,157,4.92,9,9,9999,198,9,999999999,0.01,999,0.0,99,0.16,0.09,1
2021,3,14,11,0,23.07,20.09,83,101121,9999,9999,388,382,399,145,43976,38915,22232,5495,159,5.24,9,9,9999,280,9,999999999,0.01,999,0.0,99,0.16,0.14,1
2021,3,14,12,0,23.86,19.57,77,101086,9999,9999,390,577,565,164,64603,54200,24398,4495,165,6.38,9,9,9999,453,9,999999999,0.14,999,0.0,99,0.16,0.16,1
2021,3,14,13,0,23.28,19.06,77,101059,9999,9999,404,472,345,190,52261,29428,27875,4378,170,7.14,10,10,9999,619,9,999999999,0.13,999,0.0,99,0.16,0.55,1
2021,3,14,14,0,22.19,19.27,84,101015,9999,9999,412,140,2,138,16252,106,16090,6239,173,5.93,10,10,9999,353,9,999999999,0.2,999,0.0,99,0.16,1.2,1
2021,3,14,15,0,21.25,18.8,86,100965,9999,9999,410,121,3,118,14368,153,14067,5646,181,4.23,10,10,9999,256,9,999999999,0.18,999,0.0,99,0.16,1.18,1
2021,3,14,16,0,20.06,17.76,87,100921,9999,9999,408,105,5,101,12918,251,12470,5218,200,3.22,10,10,9999,230,9,999999999,0.13,999,0.0,99,0.16,1.18,1
2021,3,14,17,0,18.2,16.77,91,100981,9999,9999,407,57,0,57,7484,0,7484,3170,294,1.95,10,10,9999,245,9,999999999,0.04,999,0.0,99,0.16,1.1,1
2021,3,14,18,0,17.06,15.86,93,100976,9999,9999,403,53,0,53,7123,0,7123,2917,322,2.69,10,10,9999,273,9,999999999,0.07,999,0.0,99,0.16,0.84,1
2021,3,14,19,0,16.12,14.56,90,100980,9999,9999,401,12,0,12,1795,0,1794,609,337,3.07,10,10,9999,316,9,999999999,0.08,999,0.0,99,0.16,0.5,1
2021,3,14,20,0,15.71,14.02,90,100981,9999,9999,396,1,0,1,172,0,172,38,353,2.98,10,10,9999,620,9,999999999,0.09,999,0.0,99,0.16,0.17,1
2021,3,14,21,0,15.63,13.8,89,100998,9999,9999,393,0,0,0,0,0,0,0,7,2.69,10,10,9999,763,9,999999999,0.02,999,0.0,99,0.16,0.12,1
2021,3,14,22,0,15.54,14.08,91,101026,9999,9999,391,0,0,0,0,0,0,0,22,2.25,10,10,9999,817,9,999999999,0.05,999,0.0,99,0.16,0.07,1
2021,3,14,23,0,16.05,14.63,91,101043,9999,9999,389,0,0,0,0,0,0,0,43,1.73,10,10,9999,715,9,999999999,0.01,999,0.0,99,0.16,0.02,1
2021,3,14,24,0,15.76,14.63,93,101014,9999,9999,380,0,0,0,0,0,0,0,68,1.31,9,9,9999,889,9,999999999,0.01,999,0.0,99,0.16,0.01,1
2021,3,15,1,0,15.73,14.72,94,101029,9999,9999,372,0,0,0,0,0,0,0,92,1.0,9,9,9999,1149,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,2,0,15.53,14.69,95,101019,9999,9999,383,0,0,0,0,0,0,0,141,1.05,9,9,9999,190,9,999999999,0.0,999,0.0,99,0.16,0.02,1
2021,3,15,3,0,14.52,14.04,97,101017,9999,9999,369,0,0,0,0,0,0,0,187,1.09,4,4,9999,214,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,4,0,14.5,14.01,97,100943,9999,9999,346,0,0,0,0,0,0,0,185,1.5,1,1,9999,46,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,5,0,15.62,15.22,97,100969,9999,9999,337,0,0,0,0,0,0,0,255,1.9,10,10,9999,41,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,6,0,15.75,15.47,98,100995,9999,9999,341,0,0,0,0,0,0,0,251,1.78,10,10,9999,36,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,7,0,16.05,15.88,99,101023,9999,9999,351,0,0,0,0,0,0,0,259,1.29,10,10,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,8,0,16.29,16.07,99,101043,9999,9999,352,8,0,6,1249,0,936,227,236,1.14,10,10,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,9,0,17.03,17.0,100,101109,9999,9999,372,104,163,71,12645,16498,12025,7096,213,1.82,10,10,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,10,0,19.08,18.11,94,101166,9999,9999,388,218,141,160,26071,12201,22434,7902,228,1.95,9,9,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,11,0,19.71,18.2,91,101231,9999,9999,410,255,61,219,29083,5330,25983,9443,245,2.18,9,9,9999,156,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,12,0,21.03,18.32,84,101172,9999,9999,411,386,116,301,43397,9985,37022,8933,241,1.89,6,6,9999,226,9,999999999,0.0,999,0.0,99,0.16,0.01,1
2021,3,15,13,0,21.96,18.47,81,101142,9999,9999,410,474,163,340,52123,13593,41200,9011,220,1.65,7,7,9999,423,9,999999999,0.0,999,0.0,99,0.16,0.01,1
2021,3,15,14,0,23.48,18.35,73,101049,9999,9999,414,495,312,229,53960,25287,30567,5384,197,1.76,7,7,9999,362,9,999999999,0.0,999,0.0,99,0.16,0.18,1
2021,3,15,15,0,24.81,17.78,65,100941,9999,9999,428,371,93,294,41839,8217,34060,8933,182,2.71,7,7,9999,465,9,999999999,0.04,999,0.0,99,0.16,0.13,1
2021,3,15,16,0,26.36,18.07,60,100913,9999,9999,417,410,185,274,46308,16030,33852,8073,187,3.88,8,8,9999,485,9,999999999,0.04,999,0.0,99,0.16,0.23,1
2021,3,15,17,0,25.31,19.9,72,100811,9999,9999,405,309,283,139,36912,24627,22025,4887,183,2.6,7,7,9999,512,9,999999999,0.09,999,0.0,99,0.16,0.15,1
2021,3,15,18,0,25.39,19.57,70,100843,9999,9999,397,242,370,87,28994,39458,12106,4911,201,2.85,9,9,9999,537,9,999999999,0.05,999,0.0,99,0.16,0.15,1
2021,3,15,19,0,24.91,19.33,71,100824,9999,9999,395,98,243,47,12530,26209,6814,4572,194,1.9,8,8,9999,570,9,999999999,0.01,999,0.0,99,0.16,0.03,1
2021,3,15,20,0,23.98,19.74,77,100819,9999,9999,388,7,0,5,1101,0,785,189,154,1.57,6,6,9999,346,9,999999999,0.0,999,0.0,99,0.16,0.02,1
2021,3,15,21,0,22.71,19.63,83,100847,9999,9999,388,0,0,0,0,0,0,0,153,2.01,6,6,9999,322,9,999999999,0.0,999,0.0,99,0.16,0.01,1
2021,3,15,22,0,21.88,19.46,86,100894,9999,9999,385,0,0,0,0,0,0,0,166,2.15,7,7,9999,260,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,15,23,0,21.63,19.44,87,100932,9999,9999,395,0,0,0,0,0,0,0,177,2.15,9,9,9999,191,9,999999999,0.01,999,0.0,99,0.16,0.0,1
2021,3,15,24,0,21.46,19.28,87,100949,9999,9999,393,0,0,0,0,0,0,0,185,2.22,10,10,9999,132,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,16,1,0,21.23,19.36,89,100904,9999,9999,402,0,0,0,0,0,0,0,182,2.36,10,10,9999,107,9,999999999,0.01,999,0.0,99,0.16,0.01,1
2021,3,16,2,0,21.19,19.4,90,100886,9999,9999,412,0,0,0,0,0,0,0,174,2.53,9,9,9999,98,9,999999999,0.0,999,0.0,99,0.16,0.02,1
2021,3,16,3,0,20.87,19.3,91,100829,9999,9999,411,0,0,0,0,0,0,0,164,2.61,10,10,9999,87,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,16,4,0,20.85,19.43,92,100764,9999,9999,411,0,0,0,0,0,0,0,159,2.55,10,10,9999,75,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,16,5,0,20.55,19.33,93,100750,9999,9999,407,0,0,0,0,0,0,0,176,1.77,10,10,9999,69,9,999999999,0.0,999,0.0,99,0.16,0.01,1
2021,3,16,6,0,20.68,19.38,92,100738,9999,9999,410,0,0,0,0,0,0,0,146,1.54,10,10,9999,39,9,999999999,0.0,999,0.0,99,0.16,0.02,1
2021,3,16,7,0,20.66,19.3,92,100757,9999,9999,415,0,0,0,0,0,0,0,122,1.46,10,10,9999,34,9,999999999,0.0,999,0.0,99,0.16,0.04,1
2021,3,16,8,0,20.76,19.57,93,100805,9999,9999,417,3,0,3,486,0,485,113,115,0.97,10,10,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.05,1
2021,3,16,9,0,21.2,19.73,91,100827,9999,9999,418,32,0,32,4477,0,4477,1597,151,1.22,10,10,9999,84,9,999999999,0.0,999,0.0,99,0.16,0.32,1
2021,3,16,10,0,22.19,20.63,91,100849,9999,9999,418,96,37,81,12007,3161,11191,3999,162,1.24,10,10,9999,125,9,999999999,0.02,999,0.0,99,0.16,0.18,1
2021,3,16,11,0,23.43,21.11,87,100881,9999,9999,420,232,117,162,27410,9340,23618,5355,154,1.27,10,10,9999,133,9,999999999,0.01,999,0.0,99,0.16,0.09,1
2021,3,16,12,0,23.94,21.12,84,100843,9999,9999,424,256,149,146,29849,11740,21413,3711,151,1.64,10,10,9999,221,9,999999999,0.0,999,0.0,99,0.16,0.16,1
2021,3,16,13,0,24.79,21.5,82,100781,9999,9999,419,476,249,269,53446,19568,34022,7088,151,2.23,9,9,9999,251,9,999999999,0.03,999,0.0,99,0.16,0.18,1
2021,3,16,14,0,25.42,21.26,78,100685,9999,9999,421,304,156,170,34842,12318,22053,4310,157,3.17,9,9,9999,128,9,999999999,0.01,999,0.0,99,0.16,0.36,1
2021,3,16,15,0,26.2,21.19,74,100618,9999,9999,429,169,5,165,19435,270,19067,7387,167,3.86,9,9,9999,247,9,999999999,0.0,999,0.0,99,0.16,0.34,1
2021,3,16,16,0,26.42,20.94,72,100513,9999,9999,421,302,157,185,34579,12397,26445,4794,166,3.99,9,9,9999,288,9,999999999,0.0,999,0.0,99,0.16,0.04,1
2021,3,16,17,0,26.27,20.71,71,100442,9999,9999,404,358,343,152,42506,29404,24036,5325,167,3.55,7,7,9999,425,9,999999999,0.04,999,0.0,99,0.16,0.04,1
2021,3,16,18,0,26.22,19.97,68,100415,9999,9999,398,267,376,108,31700,37224,17431,6131,153,3.39,7,7,9999,524,9,999999999,0.01,999,0.0,99,0.16,0.02,1
2021,3,16,19,0,25.17,19.72,72,100406,9999,9999,381,137,372,58,15551,40136,7803,4975,137,3.48,5,5,9999,460,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,16,20,0,23.85,19.91,79,100385,9999,9999,375,9,0,7,1388,0,1078,264,129,4.17,4,4,9999,272,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,16,21,0,23.12,20.2,84,100459,9999,9999,375,0,0,0,0,0,0,0,135,4.4,9,9,9999,144,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,16,22,0,22.76,20.57,87,100505,9999,9999,388,0,0,0,0,0,0,0,141,4.42,10,10,9999,32,9,999999999,0.0,999,0.0,99,0.16,0.02,1
2021,3,16,23,0,22.86,20.69,88,100504,9999,9999,409,0,0,0,0,0,0,0,143,4.68,9,9,9999,30,9,999999999,0.01,999,0.0,99,0.16,0.0,1
2021,3,16,24,0,23.04,20.78,87,100441,9999,9999,411,0,0,0,0,0,0,0,148,4.99,9,9,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,1,0,22.83,20.84,89,100439,9999,9999,396,0,0,0,0,0,0,0,156,5.28,9,9,9999,30,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,2,0,22.63,20.75,89,100387,9999,9999,399,0,0,0,0,0,0,0,160,5.59,9,9,9999,61,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,3,0,22.5,20.54,89,100344,9999,9999,406,0,0,0,0,0,0,0,164,5.51,9,9,9999,67,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,4,0,22.6,20.85,90,100299,9999,9999,400,0,0,0,0,0,0,0,164,5.57,7,7,9999,42,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,5,0,21.72,19.63,88,100279,9999,9999,398,0,0,0,0,0,0,0,170,3.29,8,8,9999,173,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,6,0,21.89,19.68,87,100300,9999,9999,395,0,0,0,0,0,0,0,158,3.14,8,8,9999,231,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,7,0,22.08,20.09,88,100283,9999,9999,374,0,0,0,0,0,0,0,157,3.8,7,7,9999,296,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,8,0,22.07,19.88,87,100348,9999,9999,367,10,0,7,1542,0,1078,264,170,3.02,5,5,9999,300,9,999999999,0.0,999,0.0,99,0.16,0.01,1
2021,3,17,9,0,22.69,19.86,84,100474,9999,9999,374,118,302,53,13439,32617,7168,4618,200,2.72,9,9,9999,299,9,999999999,0.02,999,0.0,99,0.16,0.19,1
2021,3,17,10,0,23.08,19.66,81,100538,9999,9999,410,189,207,101,22510,20554,16452,5781,201,4.22,10,10,9999,361,9,999999999,0.05,999,0.0,99,0.16,0.97,1
2021,3,17,11,0,21.28,18.23,83,100584,9999,9999,406,160,40,136,19123,3549,17762,4878,227,3.87,10,10,9999,402,9,999999999,0.11,999,0.0,99,0.16,3.54,1
2021,3,17,12,0,18.82,15.15,79,100597,9999,9999,398,152,31,129,17260,2759,15347,4964,275,3.48,9,9,9999,1181,9,999999999,0.01,999,0.0,99,0.16,3.98,1
2021,3,17,13,0,19.48,12.39,64,100547,9999,9999,386,343,166,206,38473,15322,24890,5398,300,3.64,8,8,9999,1840,9,999999999,0.0,999,0.0,99,0.16,0.3,1
2021,3,17,14,0,21.84,11.18,51,100464,9999,9999,395,357,99,271,39773,9208,30877,7822,300,4.13,8,8,9999,2049,9,999999999,0.0,999,0.0,99,0.16,0.01,1
2021,3,17,15,0,23.52,8.21,38,100427,9999,9999,368,524,353,231,56830,33556,28003,5538,292,4.6,4,4,9999,2538,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,16,0,24.86,6.18,30,100411,9999,9999,333,706,763,139,76869,76337,19774,3756,288,5.47,0,0,9999,2318,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,17,0,25.71,3.39,24,100415,9999,9999,313,606,826,107,64024,84242,14442,3206,292,5.53,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,18,0,25.48,3.7,24,100477,9999,9999,311,393,717,88,41753,73470,11676,4296,285,4.77,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,19,0,24.29,3.7,26,100550,9999,9999,310,164,499,57,17635,51282,7613,4867,291,5.05,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,20,0,22.68,2.84,27,100708,9999,9999,307,12,0,8,1855,0,1235,302,302,6.03,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,21,0,20.65,2.05,28,100879,9999,9999,299,0,0,0,0,0,0,0,309,6.71,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,22,0,17.84,1.63,34,101026,9999,9999,290,0,0,0,0,0,0,0,313,7.3,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,23,0,16.69,1.39,36,101170,9999,9999,283,0,0,0,0,0,0,0,314,7.86,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,17,24,0,14.96,1.36,40,101283,9999,9999,280,0,0,0,0,0,0,0,314,7.76,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,1,0,13.72,1.43,43,101383,9999,9999,277,0,0,0,0,0,0,0,314,7.67,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,2,0,13.08,2.03,47,101434,9999,9999,274,0,0,0,0,0,0,0,315,6.98,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,3,0,12.17,2.46,51,101443,9999,9999,269,0,0,0,0,0,0,0,315,6.41,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,4,0,11.37,2.46,54,101468,9999,9999,266,0,0,0,0,0,0,0,314,6.04,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,5,0,9.23,2.36,62,101487,9999,9999,264,0,0,0,0,0,0,0,322,5.3,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,6,0,9.22,2.29,62,101550,9999,9999,262,0,0,0,0,0,0,0,318,5.04,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,7,0,9.0,2.08,62,101646,9999,9999,261,0,0,0,0,0,0,0,315,4.75,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,8,0,8.95,1.95,62,101745,9999,9999,260,13,0,8,2010,0,1236,302,312,4.88,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,9,0,10.26,2.13,56,101828,9999,9999,261,168,496,59,18000,50852,7860,5041,311,5.54,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,10,0,13.44,2.32,47,101862,9999,9999,264,396,710,91,41933,72593,12045,4413,317,6.62,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,11,0,14.5,2.31,44,101893,9999,9999,267,610,821,110,64279,83582,14819,3245,319,6.57,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,12,0,16.13,2.41,40,101894,9999,9999,272,780,881,122,83081,89002,16648,3062,320,6.84,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,13,0,17.04,2.35,37,101866,9999,9999,276,888,911,129,91720,89788,17935,2505,322,7.21,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,14,0,18.04,2.52,35,101801,9999,9999,281,923,919,130,97699,89247,18292,2762,323,7.09,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,15,0,18.97,2.56,34,101731,9999,9999,285,885,910,128,91483,89711,17819,2490,324,6.85,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,16,0,19.71,2.89,33,101696,9999,9999,288,776,879,120,82817,88870,16420,3017,325,6.63,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,17,0,19.48,2.67,33,101672,9999,9999,290,605,819,108,63825,83427,14574,3199,328,5.73,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,18,0,18.9,2.52,34,101703,9999,9999,290,392,708,89,41551,72416,11801,4307,330,5.3,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,19,0,18.04,2.88,36,101751,9999,9999,289,165,494,58,17709,50703,7738,4917,335,3.9,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,20,0,16.63,2.93,40,101810,9999,9999,285,12,0,8,1855,0,1235,302,342,3.56,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,21,0,14.79,3.06,45,101879,9999,9999,282,0,0,0,0,0,0,0,347,3.53,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,22,0,12.89,3.46,53,101948,9999,9999,279,0,0,0,0,0,0,0,350,3.37,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,23,0,12.31,3.41,55,102016,9999,9999,277,0,0,0,0,0,0,0,351,3.1,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,18,24,0,11.6,3.25,56,102039,9999,9999,276,0,0,0,0,0,0,0,351,2.75,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,1,0,11.25,3.1,56,102034,9999,9999,274,0,0,0,0,0,0,0,346,2.6,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,2,0,10.92,3.19,59,102046,9999,9999,271,0,0,0,0,0,0,0,342,2.72,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,3,0,10.55,3.41,61,102074,9999,9999,270,0,0,0,0,0,0,0,342,3.0,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,4,0,10.3,3.43,62,102067,9999,9999,269,0,0,0,0,0,0,0,347,3.41,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,5,0,8.26,3.18,70,102093,9999,9999,268,0,0,0,0,0,0,0,356,3.57,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,6,0,7.91,3.14,72,102158,9999,9999,266,0,0,0,0,0,0,0,355,3.02,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,7,0,7.74,3.31,74,102220,9999,9999,264,0,0,0,0,0,0,0,350,2.54,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,8,0,7.54,3.39,75,102262,9999,9999,262,14,0,9,2149,0,1380,339,340,2.63,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,9,0,9.78,3.94,67,102346,9999,9999,264,171,495,60,18368,50880,7991,5062,344,3.27,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,10,0,13.16,4.54,56,102390,9999,9999,268,397,703,92,42187,72110,12183,4403,354,4.15,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,11,0,14.3,4.62,52,102358,9999,9999,273,609,811,111,64414,82837,14968,3224,349,3.8,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,12,0,15.43,4.89,49,102332,9999,9999,279,776,869,123,82788,87864,16846,3048,338,3.7,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,13,0,16.5,5.18,47,102278,9999,9999,285,881,898,129,91239,88569,18025,2475,331,4.05,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,14,0,17.41,5.4,45,102195,9999,9999,291,912,897,136,96482,86388,19097,2845,334,4.52,1,1,9999,77,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,15,0,17.79,5.59,45,102102,9999,9999,296,875,891,129,93776,87328,18429,2899,339,4.77,1,1,9999,1170,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,16,0,18.77,5.83,43,102019,9999,9999,300,765,859,122,81793,86947,16750,3028,344,4.66,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,17,0,18.53,5.86,43,101989,9999,9999,301,597,797,111,63301,81581,14976,3216,353,4.13,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,18,0,18.21,5.55,43,101994,9999,9999,300,386,687,91,41112,70595,12064,4354,359,4.29,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,19,0,16.98,5.64,47,102070,9999,9999,299,163,476,59,17573,49069,7870,4966,10,3.66,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,20,0,15.23,5.44,52,102107,9999,9999,296,13,0,8,2008,0,1234,302,20,3.62,0,0,9999,1244,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,21,0,13.93,5.19,56,102166,9999,9999,292,0,0,0,0,0,0,0,28,3.92,0,0,9999,1237,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,22,0,11.99,5.15,63,102278,9999,9999,290,0,0,0,0,0,0,0,35,3.94,0,0,9999,1223,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,23,0,11.59,5.01,64,102339,9999,9999,296,0,0,0,0,0,0,0,41,3.33,0,0,9999,1211,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,19,24,0,10.1,4.74,69,102355,9999,9999,291,0,0,0,0,0,0,0,44,2.22,0,0,9999,1297,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,1,0,9.01,4.55,74,102360,9999,9999,294,0,0,0,0,0,0,0,50,2.08,0,0,9999,1238,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,2,0,8.89,4.51,74,102345,9999,9999,274,0,0,0,0,0,0,0,50,1.72,0,0,9999,1334,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,3,0,8.31,4.59,77,102332,9999,9999,269,0,0,0,0,0,0,0,34,1.79,0,0,9999,1241,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,4,0,8.16,4.68,79,102284,9999,9999,269,0,0,0,0,0,0,0,5,1.69,0,0,9999,1241,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,5,0,5.7,3.9,88,102340,9999,9999,267,0,0,0,0,0,0,0,16,1.81,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,6,0,5.89,4.06,88,102368,9999,9999,270,0,0,0,0,0,0,0,19,1.86,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,7,0,5.78,3.83,87,102413,9999,9999,266,0,0,0,0,0,0,0,25,2.03,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,8,0,6.26,4.06,86,102444,9999,9999,265,15,0,9,2302,0,1380,339,34,2.3,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
2021,3,20,9,0,9.56,5.63,76,102493,9999,9999,268,174,495,60,18750,51023,7997,5006,44,2.26,0,0,9999,0,9,999999999,0.0,999,0.0,99,0.16,0.0,1
